Date,Account,Detail,Company Group,Company,Value,Multiple,raw_value,signed,shf_detail
1744-03-31,Liabilities,1. Note Issue,Public banks,Public banks,55,1000,55000,-55000,Notes
1744-03-31,Liabilities,1. Note Issue,Private banks,Private banks,,1000,0,0,Notes
1744-03-31,Liabilities,2. Deposits,Public banks,Public banks,74,1000,74000,-74000,Deposits
1744-03-31,Liabilities,2. Deposits,Private banks,Private banks,20,1000,20000,-20000,Deposits
1744-03-31,Liabilities,3. Owed to other banks,Public banks,Public banks,,1000,0,0,Notes (other banks)
1744-03-31,Liabilities,3. Owed to other banks,Private banks,Private banks,30,1000,30000,-30000,Notes (other banks)
1744-03-31,Equity,4. Proprietors’ Capital and surplus,Public banks,Public banks,125,1000,125000,-125000,Capital
1744-03-31,Equity,4. Proprietors’ Capital and surplus,Private banks,Private banks,25,1000,25000,-25000,Capital
1744-03-31,Assets,1. Advances,Public banks,Public banks,246,1000,246000,246000,Advances
1744-03-31,Assets,1. Advances,Private banks,Private banks,63,1000,63000,63000,Advances
1744-03-31,Assets,2. Specie,Public banks,Public banks,3,1000,3000,3000,Liquid Assets
1744-03-31,Assets,2. Specie,Private banks,Private banks,2,1000,2000,2000,Liquid Assets
1744-03-31,Assets,3. Notes of other banks,Public banks,Public banks,5,1000,5000,5000,Notes (other banks)
1744-03-31,Assets,3. Notes of other banks,Private banks,Private banks,10,1000,10000,10000,Notes (other banks)
1772-03-31,Liabilities,1. Note issue,Public banks,Public banks,139,1000,139000,-139000,Notes
1772-03-31,Liabilities,1. Note issue,Private bankers,Private bankers,,1000,0,0,Notes
1772-03-31,Liabilities,1. Note issue,Banking companies,Ayr Bank,220,1000,220000,-220000,Notes
1772-03-31,Liabilities,1. Note issue,Banking companies,Glasgow banking companies,230,1000,230000,-230000,Notes
1772-03-31,Liabilities,1. Note issue,Banking companies,Provincial banking companies,275,1000,275000,-275000,Notes
1772-03-31,Liabilities,2. Deposits,Public banks,Public banks,331,1000,331000,-331000,Deposits
1772-03-31,Liabilities,2. Deposits,Private bankers,Private bankers,380,1000,380000,-380000,Deposits
1772-03-31,Liabilities,2. Deposits,Banking companies,Ayr Bank,300,1000,300000,-300000,Deposits
1772-03-31,Liabilities,2. Deposits,Banking companies,Glasgow banking companies,130,1000,130000,-130000,Deposits
1772-03-31,Liabilities,2. Deposits,Banking companies,Provincial banking companies,8,1000,8000,-8000,Deposits
1772-03-31,Liabilities,3. Bills on London,Public banks,Public banks,,1000,0,0,Notes (other banks)
1772-03-31,Liabilities,3. Bills on London,Private bankers,Private bankers,,1000,0,0,Notes (other banks)
1772-03-31,Liabilities,3. Bills on London,Banking companies,Ayr Bank,600,1000,600000,-600000,Notes (other banks)
1772-03-31,Liabilities,3. Bills on London,Banking companies,Glasgow banking companies,,1000,0,0,Notes (other banks)
1772-03-31,Liabilities,3. Bills on London,Banking companies,Provincial banking companies,,1000,0,0,Notes (other banks)
1772-03-31,Equity,4. Capital and Surplus,Public banks,Public banks,184,1000,184000,-184000,Capital
1772-03-31,Equity,4. Capital and Surplus,Private bankers,Private bankers,60,1000,60000,-60000,Capital
1772-03-31,Equity,4. Capital and Surplus,Banking companies,Ayr Bank,130,1000,130000,-130000,Capital
1772-03-31,Equity,4. Capital and Surplus,Banking companies,Glasgow banking companies,65,1000,65000,-65000,Capital
1772-03-31,Equity,4. Capital and Surplus,Banking companies,Provincial banking companies,87,1000,87000,-87000,Capital
1772-03-31,Equity,5. Sundries,Public banks,Public banks,7,1000,7000,-7000,Capital
1772-03-31,Equity,5. Sundries,Private bankers,Private bankers,,1000,0,0,Capital
1772-03-31,Equity,5. Sundries,Banking companies,Ayr Bank,,1000,0,0,Capital
1772-03-31,Equity,5. Sundries,Banking companies,Glasgow banking companies,,1000,0,0,Capital
1772-03-31,Equity,5. Sundries,Banking companies,Provincial banking companies,,1000,0,0,Capital
1772-03-31,Assets,1. Advances,Public banks,Public banks,654,1000,654000,654000,Advances
1772-03-31,Assets,1. Advances,Private bankers,Private bankers,428,1000,428000,428000,Advances
1772-03-31,Assets,1. Advances,Banking companies,Ayr Bank,1237,1000,1237000,1237000,Advances
1772-03-31,Assets,1. Advances,Banking companies,Glasgow banking companies,413,1000,413000,413000,Advances
1772-03-31,Assets,1. Advances,Banking companies,Provincial banking companies,315,1000,315000,315000,Advances
1772-03-31,Assets,2. Specie,Public banks,Public banks,7,1000,7000,7000,Liquid Assets
1772-03-31,Assets,2. Specie,Private bankers,Private bankers,12,1000,12000,12000,Liquid Assets
1772-03-31,Assets,2. Specie,Banking companies,Ayr Bank,2,1000,2000,2000,Liquid Assets
1772-03-31,Assets,2. Specie,Banking companies,Glasgow banking companies,12,1000,12000,12000,Liquid Assets
1772-03-31,Assets,2. Specie,Banking companies,Provincial banking companies,38,1000,38000,38000,Liquid Assets
1772-03-31,Assets,3. Sundries,Public banks,Public banks,,1000,0,0,Liquid Assets
1772-03-31,Assets,3. Sundries,Private bankers,Private bankers,,1000,0,0,Liquid Assets
1772-03-31,Assets,3. Sundries,Banking companies,Ayr Bank,11,1000,11000,11000,Liquid Assets
1772-03-31,Assets,3. Sundries,Banking companies,Glasgow banking companies,,1000,0,0,Liquid Assets
1772-03-31,Assets,3. Sundries,Banking companies,Provincial banking companies,17,1000,17000,17000,Liquid Assets
1802-12-31,Liabilities,1. Note issue,Public banks,Public banks,1658,1000,1658000,-1658000,Notes
1802-12-31,Liabilities,1. Note issue,Private bankers,Private bankers,181,1000,181000,-181000,Notes
1802-12-31,Liabilities,1. Note issue,Banking companies,Glasgow burghs banking companies,236,1000,236000,-236000,Notes
1802-12-31,Liabilities,1. Note issue,Banking companies,Secondary burghs banking companies,693,1000,693000,-693000,Notes
1802-12-31,Liabilities,1. Note issue,Banking companies,Lesser burghs banking companies,180,1000,180000,-180000,Notes
1802-12-31,Liabilities,2. Deposits,Public banks,Public banks,2406,1000,2406000,-2406000,Deposits
1802-12-31,Liabilities,2. Deposits,Private bankers,Private bankers,672,1000,672000,-672000,Deposits
1802-12-31,Liabilities,2. Deposits,Banking companies,Glasgow burghs banking companies,442,1000,442000,-442000,Deposits
1802-12-31,Liabilities,2. Deposits,Banking companies,Secondary burghs banking companies,2117,1000,2117000,-2117000,Deposits
1802-12-31,Liabilities,2. Deposits,Banking companies,Lesser burghs banking companies,155,1000,155000,-155000,Deposits
1802-12-31,Equity,3. Capital and Surplus,Public banks,Public banks,2520,1000,2520000,-2520000,Capital
1802-12-31,Equity,3. Capital and Surplus,Private bankers,Private bankers,102,1000,102000,-102000,Capital
1802-12-31,Equity,3. Capital and Surplus,Banking companies,Glasgow burghs banking companies,229,1000,229000,-229000,Capital
1802-12-31,Equity,3. Capital and Surplus,Banking companies,Secondary burghs banking companies,339,1000,339000,-339000,Capital
1802-12-31,Equity,3. Capital and Surplus,Banking companies,Lesser burghs banking companies,95,1000,95000,-95000,Capital
1802-12-31,Equity,4. Sundries,Public banks,Public banks,61,1000,61000,-61000,Capital
1802-12-31,Equity,4. Sundries,Private bankers,Private bankers,145,1000,145000,-145000,Capital
1802-12-31,Equity,4. Sundries,Banking companies,Glasgow burghs banking companies,24,1000,24000,-24000,Capital
1802-12-31,Equity,4. Sundries,Banking companies,Secondary burghs banking companies,17,1000,17000,-17000,Capital
1802-12-31,Equity,4. Sundries,Banking companies,Lesser burghs banking companies,,1000,0,0,Capital
1802-12-31,Assets,1. Advances,Public banks,Public banks,3491,1000,3491000,3491000,Advances
1802-12-31,Assets,1. Advances,Private bankers,Private bankers,570,1000,570000,570000,Advances
1802-12-31,Assets,1. Advances,Banking companies,Glasgow burghs banking companies,807,1000,807000,807000,Advances
1802-12-31,Assets,1. Advances,Banking companies,Secondary burghs banking companies,2702,1000,2702000,2702000,Advances
1802-12-31,Assets,1. Advances,Banking companies,Lesser burghs banking companies,415,1000,415000,415000,Advances
1802-12-31,Assets,2. Investments and liquid assets,Public banks,Public banks,2337,1000,2337000,2337000,Investments
1802-12-31,Assets,2. Investments and liquid assets,Private bankers,Private bankers,506,1000,506000,506000,Investments
1802-12-31,Assets,2. Investments and liquid assets,Banking companies,Glasgow burghs banking companies,102,1000,102000,102000,Investments
1802-12-31,Assets,2. Investments and liquid assets,Banking companies,Secondary burghs banking companies,353,1000,353000,353000,Investments
1802-12-31,Assets,2. Investments and liquid assets,Banking companies,Lesser burghs banking companies,,1000,0,0,Investments
1802-12-31,Assets,3. Specie,Public banks,Public banks,67,1000,67000,67000,Liquid Assets
1802-12-31,Assets,3. Specie,Private bankers,Private bankers,24,1000,24000,24000,Liquid Assets
1802-12-31,Assets,3. Specie,Banking companies,Glasgow burghs banking companies,22,1000,22000,22000,Liquid Assets
1802-12-31,Assets,3. Specie,Banking companies,Secondary burghs banking companies,60,1000,60000,60000,Liquid Assets
1802-12-31,Assets,3. Specie,Banking companies,Lesser burghs banking companies,15,1000,15000,15000,Liquid Assets
1802-12-31,Assets,4. Sundries,Public banks,Public banks,750,1000,750000,750000,Liquid Assets
1802-12-31,Assets,4. Sundries,Private bankers,Private bankers,,1000,0,0,Liquid Assets
1802-12-31,Assets,4. Sundries,Banking companies,Glasgow burghs banking companies,,1000,0,0,Liquid Assets
1802-12-31,Assets,4. Sundries,Banking companies,Secondary burghs banking companies,51,1000,51000,51000,Liquid Assets
1802-12-31,Assets,4. Sundries,Banking companies,Lesser burghs banking companies,,1000,0,0,Liquid Assets
1825-12-31,Liabilities,1. Note issue,Public banks,Public banks,1075,1000,1075000,-1075000,Notes
1825-12-31,Liabilities,1. Note issue,Private bankers,Private bankers,189,1000,189000,-189000,Notes
1825-12-31,Liabilities,1. Note issue,Banking companies,Glasgow burghs banking companies,230,1000,230000,-230000,Notes
1825-12-31,Liabilities,1. Note issue,Banking companies,Secondary burghs banking companies,808,1000,808000,-808000,Notes
1825-12-31,Liabilities,1. Note issue,Banking companies,Lesser burghs banking companies,250,1000,250000,-250000,Notes
1825-12-31,Liabilities,1. Note issue,Joint Stock banks,Joint Stock banks,710,1000,710000,-710000,Notes
1825-12-31,Liabilities,2. Deposits,Public banks,Public banks,5809,1000,5809000,-5809000,Deposits
1825-12-31,Liabilities,2. Deposits,Private bankers,Private bankers,720,1000,720000,-720000,Deposits
1825-12-31,Liabilities,2. Deposits,Banking companies,Glasgow burghs banking companies,594,1000,594000,-594000,Deposits
1825-12-31,Liabilities,2. Deposits,Banking companies,Secondary burghs banking companies,2699,1000,2699000,-2699000,Deposits
1825-12-31,Liabilities,2. Deposits,Banking companies,Lesser burghs banking companies,255,1000,255000,-255000,Deposits
1825-12-31,Liabilities,2. Deposits,Joint Stock banks,Joint Stock banks,4490,1000,4490000,-4490000,Deposits
1825-12-31,Equity,3. Capital and Surplus,Public banks,Public banks,3864,1000,3864000,-3864000,Capital
1825-12-31,Equity,3. Capital and Surplus,Private bankers,Private bankers,100,1000,100000,-100000,Capital
1825-12-31,Equity,3. Capital and Surplus,Banking companies,Glasgow burghs banking companies,280,1000,280000,-280000,Capital
1825-12-31,Equity,3. Capital and Surplus,Banking companies,Secondary burghs banking companies,524,1000,524000,-524000,Capital
1825-12-31,Equity,3. Capital and Surplus,Banking companies,Lesser burghs banking companies,80,1000,80000,-80000,Capital
1825-12-31,Equity,3. Capital and Surplus,Joint Stock banks,Joint Stock banks,1212,1000,1212000,-1212000,Capital
1825-12-31,Equity,4. Sundries,Public banks,Public banks,515,1000,515000,-515000,Capital
1825-12-31,Equity,4. Sundries,Private bankers,Private bankers,,1000,0,0,Capital
1825-12-31,Equity,4. Sundries,Banking companies,Glasgow burghs banking companies,,1000,0,0,Capital
1825-12-31,Equity,4. Sundries,Banking companies,Secondary burghs banking companies,15,1000,15000,-15000,Capital
1825-12-31,Equity,4. Sundries,Banking companies,Lesser burghs banking companies,,1000,0,0,Capital
1825-12-31,Equity,4. Sundries,Joint Stock banks,Joint Stock banks,,1000,0,0,Capital
1825-12-31,Assets,1. Advances,Public banks,Public banks,7051,1000,7051000,7051000,Advances
1825-12-31,Assets,1. Advances,Private bankers,Private bankers,654,1000,654000,654000,Advances
1825-12-31,Assets,1. Advances,Banking companies,Glasgow burghs banking companies,914,1000,914000,914000,Advances
1825-12-31,Assets,1. Advances,Banking companies,Secondary burghs banking companies,3214,1000,3214000,3214000,Advances
1825-12-31,Assets,1. Advances,Banking companies,Lesser burghs banking companies,494,1000,494000,494000,Advances
1825-12-31,Assets,1. Advances,Joint Stock banks,Joint Stock banks,5345,1000,5345000,5345000,Advances
1825-12-31,Assets,2. Investments and liquid assets,Public banks,Public banks,3837,1000,3837000,3837000,Investments
1825-12-31,Assets,2. Investments and liquid assets,Private bankers,Private bankers,334,1000,334000,334000,Investments
1825-12-31,Assets,2. Investments and liquid assets,Banking companies,Glasgow burghs banking companies,167,1000,167000,167000,Investments
1825-12-31,Assets,2. Investments and liquid assets,Banking companies,Secondary burghs banking companies,755,1000,755000,755000,Investments
1825-12-31,Assets,2. Investments and liquid assets,Banking companies,Lesser burghs banking companies,63,1000,63000,63000,Investments
1825-12-31,Assets,2. Investments and liquid assets,Joint Stock banks,Joint Stock banks,1020,1000,1020000,1020000,Investments
1825-12-31,Assets,3. Specie,Public banks,Public banks,49,1000,49000,49000,Liquid Assets
1825-12-31,Assets,3. Specie,Private bankers,Private bankers,21,1000,21000,21000,Liquid Assets
1825-12-31,Assets,3. Specie,Banking companies,Glasgow burghs banking companies,23,1000,23000,23000,Liquid Assets
1825-12-31,Assets,3. Specie,Banking companies,Secondary burghs banking companies,72,1000,72000,72000,Liquid Assets
1825-12-31,Assets,3. Specie,Banking companies,Lesser burghs banking companies,15,1000,15000,15000,Liquid Assets
1825-12-31,Assets,3. Specie,Joint Stock banks,Joint Stock banks,47,1000,47000,47000,Liquid Assets
1825-12-31,Assets,4. Sundries,Public banks,Public banks,326,1000,326000,326000,Liquid Assets
1825-12-31,Assets,4. Sundries,Private bankers,Private bankers,,1000,0,0,Liquid Assets
1825-12-31,Assets,4. Sundries,Banking companies,Glasgow burghs banking companies,,1000,0,0,Liquid Assets
